case_date,cases_0_4,cases_5_11,cases_12_17,cases_18_29,cases_30_39,cases_40_49,cases_50_59,cases_60_69,cases_70_79,cases_80_plus
2022-10-31,2,0,1,7,8,5,5,14,11,6
2022-11-01,1,0,0,11,21,10,5,10,10,1
2022-11-02,0,0,1,15,13,10,8,9,7,10
2022-11-03,3,0,1,7,15,6,4,11,10,3
2022-11-04,0,0,1,16,15,4,2,8,2,5
2022-11-05,1,0,2,9,14,3,6,16,7,6
2022-11-06,1,0,0,10,10,7,3,6,5,3
2022-11-07,0,1,4,16,17,6,2,9,12,2
2022-11-08,3,1,5,15,12,6,5,7,9,4
2022-11-09,0,1,10,13,13,6,4,10,6,5
2022-11-10,3,0,8,16,12,14,7,10,12,7
2022-11-11,2,2,1,20,17,11,3,7,4,8
2022-11-12,1,1,2,10,10,2,8,3,6,6
2022-11-13,1,3,1,10,10,4,7,3,6,8
2022-11-14,3,3,3,13,10,12,6,8,9,1
2022-11-15,2,1,5,16,16,14,6,6,5,7
2022-11-16,1,1,3,6,10,4,3,12,7,5
2022-11-17,1,1,1,13,14,11,6,13,12,7
2022-11-18,0,2,3,11,14,8,4,12,7,1
2022-11-19,1,0,2,11,9,6,1,4,9,4
2022-11-20,1,1,2,9,8,4,4,10,9,2
2022-11-21,0,0,0,6,8,6,1,5,3,2
2022-11-22,0,1,0,8,8,2,5,6,6,2
2022-11-23,0,0,0,18,13,6,4,6,6,5
2022-11-24,4,1,1,4,10,3,3,8,6,6
2022-11-25,5,1,1,6,11,4,4,2,5,10
2022-11-26,1,1,2,10,10,3,4,8,6,2
2022-11-27,1,0,0,3,9,7,4,5,5,3
2022-11-28,2,0,0,7,7,3,6,5,5,7
2022-11-29,2,2,0,4,8,3,4,9,3,4
2022-11-30,2,0,0,7,6,6,4,8,5,5
2022-12-01,7,2,0,5,5,2,7,4,7,4
2022-12-02,3,1,1,6,8,6,4,1,6,2
2022-12-03,0,1,0,5,6,7,7,2,3,2
2022-12-04,1,0,1,4,7,5,7,6,3,3
2022-12-05,1,1,0,6,6,6,3,6,4,7
2022-12-06,2,0,2,6,4,4,6,6,4,6
2022-12-07,0,1,0,4,6,1,6,7,5,7
2022-12-08,1,1,0,4,6,5,3,1,7,2
2022-12-09,4,0,0,7,3,0,2,4,1,3
2022-12-10,1,0,2,5,5,3,1,2,3,3
2022-12-11,2,0,0,4,5,1,2,6,4,2
2022-12-12,1,1,1,5,2,2,4,6,5,3
2022-12-13,1,1,0,5,7,6,2,3,1,3
2022-12-14,3,0,2,3,4,2,0,4,2,4
2022-12-15,0,0,0,1,5,1,9,6,6,2
2022-12-16,2,0,0,4,4,3,5,4,4,0
2022-12-17,2,1,0,4,7,3,1,4,2,2
2022-12-18,0,1,1,1,3,7,0,6,4,0
2022-12-19,0,1,0,6,2,1,2,3,3,3
2022-12-20,0,1,0,4,2,1,0,2,2,4
2022-12-21,0,1,0,7,4,1,1,3,1,0
2022-12-22,2,0,0,1,3,1,2,2,2,2
2022-12-23,1,0,1,3,2,6,1,6,2,1
2022-12-24,0,0,1,1,1,3,2,1,0,2
2022-12-25,2,0,0,3,1,0,2,4,1,2
2022-12-26,0,0,0,3,6,0,2,4,2,1
2022-12-27,4,1,0,0,3,1,0,6,3,4
2022-12-28,1,0,0,3,3,0,0,1,1,5
2022-12-29,1,0,0,1,4,5,6,3,4,2
2022-12-30,0,0,0,2,2,0,4,3,1,2
2022-12-31,1,0,0,2,1,2,5,1,1,3
2023-01-01,0,0,0,2,1,3,5,0,1,1
2023-01-02,0,1,0,3,7,4,0,2,0,2
2023-01-03,3,1,1,6,4,2,0,1,0,0
2023-01-04,0,1,0,5,5,3,1,1,2,2
2023-01-05,1,1,0,3,6,3,4,1,0,1
2023-01-06,0,0,0,5,7,4,2,2,4,1
2023-01-07,0,0,1,1,3,5,4,1,1,1
2023-01-08,1,1,0,2,4,5,2,1,2,2
2023-01-09,2,1,0,3,1,1,2,1,5,0
2023-01-10,0,1,1,1,4,6,0,0,2,0
2023-01-11,1,2,0,0,1,3,1,4,1,2
2023-01-12,1,1,0,0,3,2,1,1,1,1
2023-01-13,0,0,2,5,4,1,1,0,1,1
2023-01-14,1,0,0,5,5,3,1,1,0,1
2023-01-15,0,2,2,7,2,4,0,1,2,2
2023-01-16,0,0,0,3,6,1,4,1,2,1
2023-01-17,2,1,2,2,4,2,2,0,2,3
2023-01-18,1,0,1,5,4,3,0,1,1,0
2023-01-19,1,0,0,4,5,4,0,0,1,0
2023-01-20,0,1,2,0,5,4,2,1,0,0
2023-01-21,0,3,2,1,4,2,2,0,0,1
2023-01-22,,1,2,3,1,2,2,1,1,1
2023-01-23,0,0,0,1,6,0,0,0,1,0
2023-01-24,0,0,0,1,2,0,1,0,1,0
2023-01-25,0,0,0,1,2,0,0,1,0,1
2023-01-26,1,0,0,3,4,1,1,0,0,0
2023-01-27,0,,0,2,1,0,1,1,0,2
2023-01-28,0,0,1,4,3,4,1,1,2,1
2023-01-29,0,0,0,2,1,4,0,1,0,3
2023-01-30,1,1,1,5,5,2,0,2,0,0
2023-01-31,0,0,1,0,3,1,1,2,1,0
2023-02-01,0,0,0,1,,0,4,4,0,0
2023-02-02,0,2,0,1,1,1,1,2,0,0
